StudyID,Age,Gender,StorybookVersion,DelayCondition,Trial,Animal,TrialAccuracy,Begin,End,ReactionTime,Answer,AnswerType,sumaccuracy,trialamount,OverallAccuracy
AMP051,5.684931507,F,4,1,4,dog,1,72255.35,72260.91,4.564278,bowling,correct,8,8,1
AMP051,5.684931507,F,4,1,5,cow,1,72269.01,72273.99,3.974292,castle,correct,8,8,1
AMP051,5.684931507,F,4,1,6,pig,1,72280.57,72284.26,2.685451,tent,correct,8,8,1
AMP051,5.684931507,F,4,1,7,lion,1,72292.46,72297.85,4.396995,barn,correct,8,8,1
AMP051,5.684931507,F,4,1,8,monkey,1,72304.49,72311.21,5.723366,bouncehouse,correct,8,8,1
AMP035,5.528767123,M,1,1,1,dog,1,1350.07,1355.934,4.863633,beach,correct,7,8,0.875
AMP035,5.528767123,M,1,1,2,sheep,1,1364.044,1369.96,4.915924,car,correct,7,8,0.875
AMP035,5.528767123,M,1,1,3,lion,1,1376.563,1381.051,3.487231,grocery,correct,7,8,0.875
AMP035,5.528767123,M,1,1,4,monkey,1,1389.184,1396.995,6.810712,candy,correct,7,8,0.875
AMP035,5.528767123,M,1,1,5,cat,1,1405.129,1413.19,7.059967,library,correct,7,8,0.875
AMP035,5.528767123,M,1,1,6,bear,0,1419.791,1426.414,5.623268,mountain,incorrect2,7,8,0.875
AMP035,5.528767123,M,1,1,7,cow,1,1434.561,1440.207,4.645947,bedroom,correct,7,8,0.875
AMP035,5.528767123,M,1,1,8,pig,1,1448.323,1455.034,5.71102,mountain,correct,7,8,0.875
AMP079,4.690410959,F,2,1,1,cow,0,263821.9,263832.4,9.492182,car,incorrect1,2,8,0.25
AMP079,4.690410959,F,2,1,2,sheep,0,263840,263853.3,12.26602,castle,foil,2,8,0.25
AMP079,4.690410959,F,2,1,3,dog,1,263861,263866.8,4.844007,car,correct,2,8,0.25
AMP079,4.690410959,F,2,1,4,pig,0,263874.4,263883.4,8.012465,bowling,foil,2,8,0.25
AMP079,4.690410959,F,2,1,5,monkey,0,263891.2,263898.3,6.153905,pool,incorrect2,2,8,0.25
AMP079,4.690410959,F,2,1,6,lion,1,263906.1,263911.1,4.044488,street,correct,2,8,0.25
AMP079,4.690410959,F,2,1,7,cat,0,263917.3,263926.5,8.271441,beach,incorrect2,2,8,0.25
AMP079,4.690410959,F,2,1,8,bear,0,263934.3,263943.9,8.55342,bouncehouse,foil,2,8,0.25
AMP137,4.690410959,F,3,1,1,sheep,1,265619.4,265628.5,8.047087,bowling,correct,8,8,1
AMP137,4.690410959,F,3,1,2,lion,1,265636.6,265640.9,3.352618,movie,correct,8,8,1
AMP137,4.690410959,F,3,1,3,pig,1,265649.1,265659.1,9.050052,baseball,correct,8,8,1
AMP137,4.690410959,F,3,1,4,bear,1,265667.3,265672.7,4.412739,castle,correct,8,8,1
AMP137,4.690410959,F,3,1,5,cat,1,265679.4,265685.9,5.483012,museum,correct,8,8,1
AMP137,4.690410959,F,3,1,6,cow,1,265694,265701.8,6.833893,basketball,correct,8,8,1
AMP137,4.690410959,F,3,1,7,dog,1,265710,265714.3,3.293076,bouncehouse,correct,8,8,1
AMP137,4.690410959,F,3,1,8,monkey,1,265722.5,265728.4,4.88835,subway,correct,8,8,1
AMP055,4.331506849,M,4,1,1,dog,1,4329.932,4338.049,7.116733,bowling,correct,5,8,0.625
AMP055,4.331506849,M,4,1,2,pig,1,4344.681,4350.791,5.11008,tent,correct,5,8,0.625
AMP055,4.331506849,M,4,1,3,sheep,1,4358.932,4367.502,7.570299,basketball,correct,5,8,0.625
AMP055,4.331506849,M,4,1,4,cow,0,4375.644,4381.011,4.367491,museum,incorrect2,5,8,0.625
AMP055,4.331506849,M,4,1,5,monkey,1,4389.183,4394.604,4.420144,bouncehouse,correct,5,8,0.625
AMP055,4.331506849,M,4,1,6,lion,0,4402.897,4419.304,15.40645,castle,incorrect1,5,8,0.625
AMP055,4.331506849,M,4,1,7,cat,1,4427.421,4442.019,13.59773,baseball,correct,5,8,0.625
AMP055,4.331506849,M,4,1,8,bear,0,4450.186,4474.241,23.05429,castle,incorrect2,5,8,0.625
AMP096,5.989041096,M,1,1,1,lion,1,2727.668,2732.805,4.136442,grocery,correct,8,8,1
AMP096,5.989041096,M,1,1,2,cat,1,2739.466,2744.08,3.613433,library,correct,8,8,1
AMP096,5.989041096,M,1,1,3,monkey,1,2752.268,2756.821,3.553093,candy,correct,8,8,1
AMP096,5.989041096,M,1,1,4,bear,1,2763.45,2768.195,3.745029,pool,correct,8,8,1
AMP096,5.989041096,M,1,1,5,pig,1,2776.351,2781.154,3.802367,mountain,correct,8,8,1
AMP096,5.989041096,M,1,1,6,cow,1,2789.281,2794.363,4.081862,bedroom,correct,8,8,1
AMP096,5.989041096,M,1,1,7,dog,1,2802.478,2813.175,9.697493,beach,correct,8,8,1
AMP096,5.989041096,M,1,1,8,sheep,1,2821.367,2829.186,6.818589,car,correct,8,8,1
AMP071,3.898630137,F,2,1,1,bear,1,6401.332,6411.96,9.627028,library,correct,7,8,0.875
AMP071,3.898630137,F,2,1,2,cow,1,6420.26,6425.467,4.207203,pool,correct,7,8,0.875
AMP071,3.898630137,F,2,1,3,lion,0,6432.185,6439.961,6.774847,subway,foil,7,8,0.875
AMP071,3.898630137,F,2,1,4,cat,1,6448.239,6457.038,7.799228,mountain,correct,7,8,0.875
AMP071,3.898630137,F,2,1,5,monkey,1,6465.283,6474.133,7.849938,beach,correct,7,8,0.875
AMP071,3.898630137,F,2,1,6,pig,1,6482.226,6495.099,11.87153,playground,correct,7,8,0.875
AMP071,3.898630137,F,2,1,7,sheep,1,6501.747,6511.575,8.828494,bedroom,correct,7,8,0.875
AMP071,3.898630137,F,2,1,8,dog,1,6519.713,6527.653,6.940096,car,correct,7,8,0.875
AMP136,3.273972603,M,3,1,1,dog,1,2644.997,2649.839,3.841458,bouncehouse,correct,2,8,0.25
AMP136,3.273972603,M,3,1,2,bear,0,2658.796,2663.431,3.634762,playground,foil,2,8,0.25
AMP136,3.273972603,M,3,1,3,pig,0,2672.743,2677.624,3.880834,beach,foil,2,8,0.25
AMP136,3.273972603,M,3,1,4,monkey,0,2685.924,2691.784,4.859792,car,foil,2,8,0.25
AMP136,3.273972603,M,3,1,5,sheep,0,2698.593,2707.094,7.500843,street,foil,2,8,0.25
AMP136,3.273972603,M,3,1,6,lion,1,2715.763,2724.122,7.358795,movie,correct,2,8,0.25
AMP136,3.273972603,M,3,1,7,cat,0,2732.971,2738.014,4.04345,bouncehouse,incorrect1,2,8,0.25
AMP136,3.273972603,M,3,1,8,cow,0,2746.327,2752.658,5.330964,castle,incorrect1,2,8,0.25
AMP068,3.504109589,M,4,1,1,cat,0,5087.089,5093.21,5.120279,mountain,foil,1,8,0.125
AMP068,3.504109589,M,4,1,2,dog,0,5101.358,5105.868,3.509579,car,foil,1,8,0.125
AMP068,3.504109589,M,4,1,3,monkey,1,5112.552,5117.493,3.939724,bouncehouse,correct,1,8,0.125
AMP068,3.504109589,M,4,1,4,pig,0,5125.615,5131.385,4.770107,playground,foil,1,8,0.125
AMP068,3.504109589,M,4,1,5,sheep,0,5139.541,5145.896,5.35328,bouncehouse,incorrect1,1,8,0.125
AMP068,3.504109589,M,4,1,6,cow,0,5154.054,5159.287,4.232727,pool,foil,1,8,0.125
AMP068,3.504109589,M,4,1,7,lion,0,5167.628,5173.346,4.718124,street,foil,1,8,0.125
AMP068,3.504109589,M,4,1,8,bear,0,5181.509,5186.856,4.346616,library,foil,1,8,0.125
AMP019,4.630136986,F,1,1,1,lion,1,5052.505,5056.894,3.388854,grocery,correct,8,8,1
AMP019,4.630136986,F,1,1,2,dog,1,5064.451,5072.539,7.087075,beach,correct,8,8,1
AMP019,4.630136986,F,1,1,3,sheep,1,5080.11,5087.315,6.204259,car,correct,8,8,1
AMP019,4.630136986,F,1,1,4,cow,1,5093.386,5098.339,3.952763,bedroom,correct,8,8,1
AMP019,4.630136986,F,1,1,5,monkey,1,5105.969,5109.446,2.476472,candy,correct,8,8,1
AMP019,4.630136986,F,1,1,6,pig,1,5117.021,5120.07,2.048587,mountain,correct,8,8,1
AMP019,4.630136986,F,1,1,7,bear,1,5127.654,5134.13,5.475295,pool,correct,8,8,1
AMP019,4.630136986,F,1,1,8,cat,1,5141.71,5145.587,2.876882,library,correct,8,8,1
AMP097,4.616438356,M,2,1,1,cow,0,2644.649,2650.157,4.507248,car,incorrect1,3,8,0.375
AMP097,4.616438356,M,2,1,2,bear,1,2658.389,2666.101,6.711506,library,correct,3,8,0.375
AMP097,4.616438356,M,2,1,3,lion,1,2674.306,2680.361,5.053878,street,correct,3,8,0.375
AMP097,4.616438356,M,2,1,4,monkey,0,2688.559,2695.604,6.04471,museum,foil,3,8,0.375
AMP097,4.616438356,M,2,1,5,pig,0,2703.725,2709.681,4.955234,bowling,foil,3,8,0.375
AMP097,4.616438356,M,2,1,6,cat,0,2716.291,2721.671,4.379977,pool,incorrect1,3,8,0.375
AMP097,4.616438356,M,2,1,7,sheep,0,2728.307,2734.714,5.406467,mountain,incorrect1,3,8,0.375
AMP097,4.616438356,M,2,1,8,dog,1,2742.809,2747.722,3.913302,car,correct,3,8,0.375
AMP102,4.920547945,M,3,1,1,monkey,1,416187.7,416190.8,2.103691,bouncehouse,correct,8,8,1
AMP102,4.920547945,M,3,1,2,bear,1,416199,416202.2,2.164164,museum,correct,8,8,1
AMP102,4.920547945,M,3,1,3,pig,1,416210.4,416214.5,3.105313,tent,correct,8,8,1
AMP102,4.920547945,M,3,1,4,cat,1,416221.2,416223.7,1.518298,baseball,correct,8,8,1
AMP102,4.920547945,M,3,1,5,dog,1,416231.9,416237.4,4.570307,bowling,correct,8,8,1
AMP102,4.920547945,M,3,1,6,cow,1,416245.6,416249.2,2.590127,castle,correct,8,8,1
AMP102,4.920547945,M,3,1,7,lion,1,416257.5,416261.8,3.303333,barn,correct,8,8,1
AMP102,4.920547945,M,3,1,8,sheep,1,416268.4,416273.8,4.370875,basketball,correct,8,8,1
AMP039,4.912328767,M,1,1,1,monkey,1,1464.021,1475.34,10.31815,candy,correct,8,8,1
AMP039,4.912328767,M,1,1,2,lion,1,1483.521,1491.184,6.662879,grocery,correct,8,8,1
AMP039,4.912328767,M,1,1,3,dog,1,1499.276,1505.844,5.566907,beach,correct,8,8,1
AMP039,4.912328767,M,1,1,4,sheep,1,1514.007,1526.224,11.21672,car,correct,8,8,1
AMP039,4.912328767,M,1,1,5,pig,1,1534.378,1553.643,18.26414,mountain,correct,8,8,1
AMP039,4.912328767,M,1,1,6,cow,1,1560.257,1565.633,4.376547,bedroom,correct,8,8,1
AMP039,4.912328767,M,1,1,7,cat,1,1572.267,1578.042,4.774819,library,correct,8,8,1
AMP039,4.912328767,M,1,1,8,bear,1,1586.196,1592.035,4.837943,pool,correct,8,8,1
AMP132,4.920547945,F,3,1,1,dog,1,2595.907,2601.287,4.379254,bouncehouse,correct,8,8,1
AMP132,4.920547945,F,3,1,2,bear,1,2609.533,2613.744,3.211383,castle,correct,8,8,1
AMP132,4.920547945,F,3,1,3,monkey,1,2621.96,2626.653,3.693397,subway,correct,8,8,1
AMP132,4.920547945,F,3,1,4,cat,1,2634.86,2640.313,4.452664,museum,correct,8,8,1
AMP132,4.920547945,F,3,1,5,sheep,1,2648.518,2656.874,7.355553,bowling,correct,8,8,1
AMP132,4.920547945,F,3,1,6,pig,1,2663.57,2672.718,8.146897,baseball,correct,8,8,1
AMP132,4.920547945,F,3,1,7,lion,1,2680.893,2687.394,5.500402,movie,correct,8,8,1
AMP132,4.920547945,F,3,1,8,cow,1,2695.613,2707.724,11.11106,basketball,correct,8,8,1
AMP029,3.178082192,M,1,1,1,cat,1,95457.08,95463.3,5.214025,library,correct,8,8,1
AMP029,3.178082192,M,1,1,2,lion,1,95469.93,95475.86,4.921725,grocery,correct,8,8,1
AMP029,3.178082192,M,1,1,3,monkey,1,95482.52,95487.26,3.741102,candy,correct,8,8,1
AMP029,3.178082192,M,1,1,4,cow,1,95495.4,95501.09,4.688842,bedroom,correct,8,8,1
AMP029,3.178082192,M,1,1,5,dog,1,95509.27,95513.53,3.261726,beach,correct,8,8,1
AMP029,3.178082192,M,1,1,6,bear,1,95521.7,95526.12,3.419572,pool,correct,8,8,1
AMP029,3.178082192,M,1,1,7,pig,1,95534.27,95538.6,3.327248,mountain,correct,8,8,1
AMP029,3.178082192,M,1,1,8,sheep,1,95546.72,95551.87,4.149619,car,correct,8,8,1
AMP125,3.090410959,M,1,1,1,bear,1,2191.822,2204.303,11.48076,pool,correct,4,8,0.5
AMP125,3.090410959,M,1,1,2,dog,0,2210.99,2215.594,3.603694,car,incorrect2,4,8,0.5
AMP125,3.090410959,M,1,1,3,lion,1,2223.854,2229.486,4.632304,grocery,correct,4,8,0.5
AMP125,3.090410959,M,1,1,4,monkey,1,2237.67,2248.149,9.4784,candy,correct,4,8,0.5
AMP125,3.090410959,M,1,1,5,cow,0,2256.401,2287.075,29.67303,library,incorrect2,4,8,0.5
AMP125,3.090410959,M,1,1,6,cat,0,2295.216,2309.924,13.7073,bouncehouse,foil,4,8,0.5
AMP125,3.090410959,M,1,1,7,sheep,0,2318.073,2331.238,12.16457,library,incorrect1,4,8,0.5
AMP125,3.090410959,M,1,1,8,pig,1,2337.91,2354.67,15.76063,mountain,correct,4,8,0.5
AMP070,4.871232877,F,4,1,1,pig,1,92529.54,92535.04,4.490541,tent,correct,8,8,1
AMP070,4.871232877,F,4,1,2,cat,1,92543.2,92547.48,3.281155,baseball,correct,8,8,1
AMP070,4.871232877,F,4,1,3,lion,1,92555.77,92560.3,3.531129,barn,correct,8,8,1
AMP070,4.871232877,F,4,1,4,dog,1,92568.52,92573.01,3.487848,bowling,correct,8,8,1
AMP070,4.871232877,F,4,1,5,bear,1,92581.23,92589.76,7.520584,museum,correct,8,8,1
AMP070,4.871232877,F,4,1,6,monkey,1,92596.47,92601.45,3.979526,bouncehouse,correct,8,8,1
AMP070,4.871232877,F,4,1,7,sheep,1,92609.63,92614.51,3.871765,basketball,correct,8,8,1
AMP070,4.871232877,F,4,1,8,cow,1,92622.68,92627.83,4.154996,castle,correct,8,8,1
AMP056,3.975342466,M,2,1,1,cat,1,802966.7,802984.6,16.81023,mountain,correct,7,8,0.875
AMP056,3.975342466,M,2,1,2,bear,0,802992.3,803002.5,9.260842,bouncehouse,foil,7,8,0.875
AMP056,3.975342466,M,2,1,3,pig,1,803010.1,803017.8,6.705963,playground,correct,7,8,0.875
AMP056,3.975342466,M,2,1,4,sheep,1,803025.5,803030.5,4.025695,bedroom,correct,7,8,0.875
AMP056,3.975342466,M,2,1,5,lion,1,803038.1,803043.2,4.08338,street,correct,7,8,0.875
AMP056,3.975342466,M,2,1,6,cow,1,803049.4,803053.8,3.406274,pool,correct,7,8,0.875
AMP056,3.975342466,M,2,1,7,dog,1,803059.9,803066.1,5.164367,car,correct,7,8,0.875
AMP056,3.975342466,M,2,1,8,monkey,1,803073.8,803084.9,10.06399,beach,correct,7,8,0.875
AMP037,4.920547945,M,1,2,1,pig,1,94265.52,94269.62,3.093986,mountain,correct,8,8,1
AMP037,4.920547945,M,1,2,2,bear,1,94277.66,94280.59,1.931287,pool,correct,8,8,1
AMP037,4.920547945,M,1,2,3,cat,1,94288.57,94293.82,4.244202,library,correct,8,8,1
AMP037,4.920547945,M,1,2,4,sheep,1,94301.96,94308.54,5.589109,car,correct,8,8,1
AMP037,4.920547945,M,1,2,5,dog,1,94315.09,94319.85,3.763864,beach,correct,8,8,1
AMP037,4.920547945,M,1,2,6,cow,1,94327.91,94331.98,3.066267,bedroom,correct,8,8,1
AMP037,4.920547945,M,1,2,7,monkey,1,94340.04,94345.55,4.510901,candy,correct,8,8,1
AMP037,4.920547945,M,1,2,8,lion,1,94352.07,94359.31,6.242457,grocery,correct,8,8,1
AMP006,5.282191781,F,4,2,1,monkey,1,2373.923,2382.376,7.452915,bouncehouse,correct,8,8,1
AMP006,5.282191781,F,4,2,2,cow,1,2388.948,2393.984,4.035846,castle,correct,8,8,1
AMP006,5.282191781,F,4,2,3,bear,1,2402.083,2404.69,1.607155,museum,correct,8,8,1
AMP006,5.282191781,F,4,2,4,lion,1,2412.866,2415.931,2.064855,barn,correct,8,8,1
AMP006,5.282191781,F,4,2,5,cat,1,2424.028,2428.941,3.912051,baseball,correct,8,8,1
AMP006,5.282191781,F,4,2,6,dog,1,2436.973,2441.599,3.625582,bowling,correct,8,8,1
AMP006,5.282191781,F,4,2,7,pig,1,2449.646,2453.723,3.076703,tent,correct,8,8,1
AMP006,5.282191781,F,4,2,8,sheep,1,2460.297,2464.314,3.016505,basketball,correct,8,8,1
AMP121,4.978082192,F,1,2,1,sheep,1,256439.2,256446.8,6.645225,car,correct,7,8,0.875
AMP121,4.978082192,F,1,2,2,dog,1,256454.9,256461.1,5.211398,beach,correct,7,8,0.875
AMP121,4.978082192,F,1,2,3,bear,0,256469.2,256475.1,4.938276,bedroom,incorrect1,7,8,0.875
AMP121,4.978082192,F,1,2,4,cat,1,256483.2,256488.5,4.337621,library,correct,7,8,0.875
AMP121,4.978082192,F,1,2,5,cow,1,256495.1,256498.6,2.585653,bedroom,correct,7,8,0.875
AMP121,4.978082192,F,1,2,6,pig,1,256505.2,256510.8,4.541226,mountain,correct,7,8,0.875
AMP121,4.978082192,F,1,2,7,lion,1,256518.8,256524.9,5.061657,grocery,correct,7,8,0.875
AMP121,4.978082192,F,1,2,8,monkey,1,256533,256538,4.058901,candy,correct,7,8,0.875
AMP129,3.978082192,M,2,2,1,pig,0,4367.537,4378.993,10.45541,bowling,foil,6,8,0.75
AMP129,3.978082192,M,2,2,2,sheep,0,4387.07,4397.505,9.434528,castle,foil,6,8,0.75
AMP129,3.978082192,M,2,2,3,cow,1,4405.607,4410.046,3.439264,pool,correct,6,8,0.75
AMP129,3.978082192,M,2,2,4,monkey,1,4418.112,4422.955,3.843298,beach,correct,6,8,0.75
AMP129,3.978082192,M,2,2,5,lion,1,4431.028,4437.499,5.470269,street,correct,6,8,0.75
AMP129,3.978082192,M,2,2,6,dog,1,4444.035,4450.44,5.405433,car,correct,6,8,0.75
AMP129,3.978082192,M,2,2,7,cat,1,4456.966,4462.982,5.015284,mountain,correct,6,8,0.75
AMP129,3.978082192,M,2,2,8,bear,1,4471.079,4475.09,3.010342,library,correct,6,8,0.75
AMP030,5.591780822,M,1,2,1,cow,1,2752.815,2759.325,5.509728,bedroom,correct,6,8,0.75
AMP030,5.591780822,M,1,2,2,lion,1,2766.917,2771.767,3.849228,grocery,correct,6,8,0.75
AMP030,5.591780822,M,1,2,3,pig,0,2779.358,2783.558,3.199509,car,incorrect1,6,8,0.75
AMP030,5.591780822,M,1,2,4,sheep,0,2791.143,2797.268,5.123744,library,incorrect1,6,8,0.75
AMP030,5.591780822,M,1,2,5,dog,1,2804.822,2814.913,9.090766,beach,correct,6,8,0.75
AMP030,5.591780822,M,1,2,6,bear,1,2822.548,2826.17,2.620876,pool,correct,6,8,0.75
AMP030,5.591780822,M,1,2,7,cat,1,2833.762,2845.482,10.72051,library,correct,6,8,0.75
AMP030,5.591780822,M,1,2,8,monkey,1,2853.092,2857.124,3.031353,candy,correct,6,8,0.75
AMP124,3.046575342,F,2,2,1,cow,1,1253.345,1259.636,5.291201,pool,correct,7,8,0.875
AMP124,3.046575342,F,2,2,2,bear,1,1267.373,1271.794,3.421026,library,correct,7,8,0.875
AMP124,3.046575342,F,2,2,3,monkey,1,1278.007,1282.368,3.360592,beach,correct,7,8,0.875
AMP124,3.046575342,F,2,2,4,pig,1,1288.502,1293.692,4.190126,playground,correct,7,8,0.875
AMP124,3.046575342,F,2,2,5,sheep,1,1301.398,1307.702,5.303097,bedroom,correct,7,8,0.875
AMP124,3.046575342,F,2,2,6,dog,0,1315.383,1323.395,7.011798,baseball,foil,7,8,0.875
AMP124,3.046575342,F,2,2,7,cat,1,1331.008,1335.236,3.228026,mountain,correct,7,8,0.875
AMP124,3.046575342,F,2,2,8,lion,1,1342.905,1351.881,7.975564,street,correct,7,8,0.875
AMP052,5.547945205,F,3,2,1,cow,1,238.2597,243.0912,3.831164,basketball,correct,8,8,1
AMP052,5.547945205,F,3,2,2,bear,1,251.486,257.3008,4.814547,castle,correct,8,8,1
AMP052,5.547945205,F,3,2,3,dog,1,265.5023,269.8424,3.339766,bouncehouse,correct,8,8,1
AMP052,5.547945205,F,3,2,4,monkey,1,278.1637,290.2562,11.09214,subway,correct,8,8,1
AMP052,5.547945205,F,3,2,5,pig,1,298.4615,304.2492,4.786924,baseball,correct,8,8,1
AMP052,5.547945205,F,3,2,6,cat,1,312.4245,315.6563,2.231555,museum,correct,8,8,1
AMP052,5.547945205,F,3,2,7,lion,1,322.4064,325.3627,1.956171,movie,correct,8,8,1
AMP052,5.547945205,F,3,2,8,sheep,1,333.5731,339.0392,4.465864,bowling,correct,8,8,1
AMP081,5.780821918,F,4,2,1,monkey,1,72244.59,72248.98,3.385023,bouncehouse,correct,8,8,1
AMP081,5.780821918,F,4,2,2,lion,1,72256.71,72261.27,3.553964,barn,correct,8,8,1
AMP081,5.780821918,F,4,2,3,cow,1,72268.88,72274.13,4.241781,castle,correct,8,8,1
AMP081,5.780821918,F,4,2,4,bear,1,72280.28,72284.65,3.374451,museum,correct,8,8,1
AMP081,5.780821918,F,4,2,5,cat,1,72290.79,72295.79,3.997487,baseball,correct,8,8,1
AMP081,5.780821918,F,4,2,6,pig,1,72303.38,72309.17,4.786875,tent,correct,8,8,1
AMP081,5.780821918,F,4,2,7,dog,1,72316.78,72323.93,6.142823,bowling,correct,8,8,1
AMP081,5.780821918,F,4,2,8,sheep,1,72331.6,72416.77,84.17601,basketball,correct,8,8,1
AMP104,3.084931507,F,1,2,1,pig,1,70605.92,70610.96,4.044563,mountain,correct,5,8,0.625
AMP104,3.084931507,F,1,2,2,monkey,1,70618.58,70624.19,4.607927,candy,correct,5,8,0.625
AMP104,3.084931507,F,1,2,3,sheep,0,70630.29,70635.53,4.244497,grocery,incorrect2,5,8,0.625
AMP104,3.084931507,F,1,2,4,bear,1,70643.16,70648.57,4.4139099999999996,pool,correct,5,8,0.625
AMP104,3.084931507,F,1,2,5,dog,0,70656.14,70660.83,3.687361,car,incorrect2,5,8,0.625
AMP104,3.084931507,F,1,2,6,cow,1,70668.48,70675.62,6.144326,bedroom,correct,5,8,0.625
AMP104,3.084931507,F,1,2,7,cat,1,70681.68,70687.33,4.65465,library,correct,5,8,0.625
AMP104,3.084931507,F,1,2,8,lion,0,70694.91,70700.82,4.912183,basketball,foil,5,8,0.625
AMP044,3.528767123,F,2,2,1,dog,1,167985,167991,4.993421,car,correct,6,8,0.75
AMP044,3.528767123,F,2,2,2,sheep,1,167999,168008.4,8.406877,bedroom,correct,6,8,0.75
AMP044,3.528767123,F,2,2,3,lion,1,168015,168019.3,3.221313,street,correct,6,8,0.75
AMP044,3.528767123,F,2,2,4,bear,1,168027.4,168032.4,3.984705,library,correct,6,8,0.75
AMP044,3.528767123,F,2,2,5,cat,1,168040.5,168064.2,22.7145,mountain,correct,6,8,0.75
AMP044,3.528767123,F,2,2,6,pig,0,168072.2,168084.3,11.0956,bowling,foil,6,8,0.75
AMP044,3.528767123,F,2,2,7,monkey,1,168092.4,168097.5,4.048352,beach,correct,6,8,0.75
AMP044,3.528767123,F,2,2,8,cow,0,168105.6,168113.1,6.454332,movie,foil,6,8,0.75
